# BUSCO version is: 4.0.5 
# The lineage dataset is: fungi_odb10 (Creation date: 2019-12-13, number of species: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length	OrthoDB url	Description
61857at4751	Missing
62846at4751	Complete	scaffold_985	1678	4509	371.2	487	https://www.orthodb.org/v10?query=62846at4751	Ribosome biogenesis protein tsr1
63635at4751	Complete	scaffold_345	29294	32584	875.1	715	https://www.orthodb.org/v10?query=63635at4751	AP-2 complex subunit alpha
63838at4751	Complete	scaffold_386	185	3157	318.6	380	https://www.orthodb.org/v10?query=63838at4751	AP complex subunit beta
64002at4751	Complete	scaffold_685	2734	6712	621.9	554	https://www.orthodb.org/v10?query=64002at4751	Transcription initiation factor TFIID subunit 1
64498at4751	Duplicated	scaffold_474	13557	16269	829.6	529	https://www.orthodb.org/v10?query=64498at4751	glucosamine-fructose-6-phosphate aminotransferase
64498at4751	Duplicated	scaffold_181	41536	44094	824.6	526	https://www.orthodb.org/v10?query=64498at4751	glucosamine-fructose-6-phosphate aminotransferase
65334at4751	Complete	scaffold_73	2745	5570	542.4	508	https://www.orthodb.org/v10?query=65334at4751	WD40-repeat-containing domain
65499at4751	Complete	scaffold_551	12418	15507	668.1	515	https://www.orthodb.org/v10?query=65499at4751	AP-1 complex subunit gamma
66151at4751	Complete	scaffold_527	8514	11220	484.6	548	https://www.orthodb.org/v10?query=66151at4751	Tetratricopeptide repeat
67284at4751	Complete	scaffold_375	23719	27244	183.1	462	https://www.orthodb.org/v10?query=67284at4751	WD40-repeat-containing domain
67399at4751	Complete	scaffold_425	24314	26877	665.1	494	https://www.orthodb.org/v10?query=67399at4751	Glutamine-dependent NAD(+) synthetase
67806at4751	Complete	scaffold_905	3403	7325	353.6	449	https://www.orthodb.org/v10?query=67806at4751	actin-like ATPase domain-containing protein
68466at4751	Complete	scaffold_46	47409	51300	1062.6	819	https://www.orthodb.org/v10?query=68466at4751	FACT complex subunit SPT16
68881at4751	Complete	scaffold_703	552	3653	243.4	397	https://www.orthodb.org/v10?query=68881at4751	WD40-repeat-containing domain
71039at4751	Complete	scaffold_29	66576	70061	1071.1	713	https://www.orthodb.org/v10?query=71039at4751	RNA cytidine acetyltransferase
71046at4751	Duplicated	scaffold_162	27414	30712	735.3	660	https://www.orthodb.org/v10?query=71046at4751	Vacuolar protein sorting-associated protein 35
71046at4751	Duplicated	scaffold_331	30932	34257	850.3	666	https://www.orthodb.org/v10?query=71046at4751	Vacuolar protein sorting-associated protein 35
73383at4751	Complete	scaffold_702	8422	13418	612.1	445	https://www.orthodb.org/v10?query=73383at4751	DNA topoisomerase I
73477at4751	Complete	scaffold_735	8413	10688	616.1	397	https://www.orthodb.org/v10?query=73477at4751	Vacuolar protein 8
73771at4751	Complete	scaffold_149	18513	21944	764.2	596	https://www.orthodb.org/v10?query=73771at4751	WD40-repeat-containing domain
75033at4751	Complete	scaffold_86	4946	7527	399.2	436	https://www.orthodb.org/v10?query=75033at4751	RNA polymerase I-specific transcription initiation factor RRN3
75456at4751	Complete	scaffold_276	30881	35627	251.8	403	https://www.orthodb.org/v10?query=75456at4751	Vps53-like, N-terminal
75463at4751	Complete	scaffold_126	44921	47426	758.5	594	https://www.orthodb.org/v10?query=75463at4751	Mitochondrial intermediate peptidase
75709at4751	Complete	scaffold_470	6553	11802	920.5	764	https://www.orthodb.org/v10?query=75709at4751	Lysophospholipase NTE1
75976at4751	Duplicated	scaffold_148	36952	45044	542.5	424	https://www.orthodb.org/v10?query=75976at4751	Calcium permease family membrane transporter
75976at4751	Duplicated	scaffold_76	42927	45880	605.0	451	https://www.orthodb.org/v10?query=75976at4751	Calcium permease family membrane transporter
76196at4751	Complete	scaffold_96	51175	53847	556.3	349	https://www.orthodb.org/v10?query=76196at4751	Histidine biosynthesis trifunctional protein
76893at4751	Complete	scaffold_151	6878	10668	822.1	582	https://www.orthodb.org/v10?query=76893at4751	ATPase, AAA-type, conserved site
76975at4751	Missing
78289at4751	Duplicated	scaffold_490	17770	20112	675.1	489	https://www.orthodb.org/v10?query=78289at4751	Fimbrin
78289at4751	Duplicated	scaffold_134	1704	3946	665.1	484	https://www.orthodb.org/v10?query=78289at4751	Fimbrin
78665at4751	Fragmented	scaffold_38	66453	69977	276.6	350	https://www.orthodb.org/v10?query=78665at4751	Spindle pole body component
79262at4751	Complete	scaffold_218	28344	30477	782.9	487	https://www.orthodb.org/v10?query=79262at4751	Electron transfer flavoprotein-ubiquinone oxidoreductase
79294at4751	Complete	scaffold_384	4414	6653	720.1	450	https://www.orthodb.org/v10?query=79294at4751	Bifunctional purine biosynthesis protein ADE17
79797at4751	Complete	scaffold_313	17129	19896	545.2	611	https://www.orthodb.org/v10?query=79797at4751	WD40-repeat-containing domain
79988at4751	Complete	scaffold_808	4085	10524	143.1	250	https://www.orthodb.org/v10?query=79988at4751	Polynucleotide 5'-hydroxyl-kinase grc3
81295at4751	Complete	scaffold_268	22346	25052	773.7	441	https://www.orthodb.org/v10?query=81295at4751	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
81614at4751	Complete	scaffold_58	55370	61953	963.8	1192	https://www.orthodb.org/v10?query=81614at4751	nucleic acid-binding protein
81687at4751	Complete	scaffold_1002	3704	5635	787.5	479	https://www.orthodb.org/v10?query=81687at4751	asparagine synthase (glutamine-hydrolyzing)
84250at4751	Complete	scaffold_23	1486	6509	426.4	654	https://www.orthodb.org/v10?query=84250at4751	TRAPP II complex, TRAPPC10
84829at4751	Complete	scaffold_294	5553	11239	228.3	253	https://www.orthodb.org/v10?query=84829at4751	DUF747-domain-containing protein
85793at4751	Complete	scaffold_783	4808	9652	414.2	789	https://www.orthodb.org/v10?query=85793at4751	cohesin complex subunit SA-1/2
86293at4751	Complete	scaffold_313	21703	23833	382.0	344	https://www.orthodb.org/v10?query=86293at4751	Aldehyde dehydrogenase, glutamic acid active site
87251at4751	Complete	scaffold_140	6570	11061	801.3	908	https://www.orthodb.org/v10?query=87251at4751	Ribosomal RNA-processing protein 12
87313at4751	Complete	scaffold_622	3915	5897	876.9	443	https://www.orthodb.org/v10?query=87313at4751	Elongator complex protein 3
90022at4751	Complete	scaffold_530	12761	15392	129.4	186	https://www.orthodb.org/v10?query=90022at4751	nucleotide-diphospho-sugar transferase
91135at4751	Missing
92267at4751	Complete	scaffold_510	17478	19823	723.2	511	https://www.orthodb.org/v10?query=92267at4751	Phenylalanyl-tRNA synthetase
93783at4751	Complete	scaffold_261	25165	28227	337.9	486	https://www.orthodb.org/v10?query=93783at4751	ER membrane protein complex subunit 1
94384at4751	Complete	scaffold_303	1137	4291	410.0	406	https://www.orthodb.org/v10?query=94384at4751	DNA topoisomerase
94628at4751	Complete	scaffold_98	15549	18842	865.6	523	https://www.orthodb.org/v10?query=94628at4751	DNA helicase
95253at4751	Complete	scaffold_578	10366	12898	463.8	537	https://www.orthodb.org/v10?query=95253at4751	WD40-repeat-containing domain
96633at4751	Complete	scaffold_433	13054	15814	569.0	608	https://www.orthodb.org/v10?query=96633at4751	Cleavage and polyadenylation specificity factor subunit 2
97141at4751	Missing
98519at4751	Complete	scaffold_202	30902	35580	243.0	612	https://www.orthodb.org/v10?query=98519at4751	Symplekin/Pta1
98733at4751	Complete	scaffold_198	34080	36836	901.1	554	https://www.orthodb.org/v10?query=98733at4751	threonyl-tRNA synthetase
98739at4751	Complete	scaffold_229	14055	16397	604.0	427	https://www.orthodb.org/v10?query=98739at4751	Homoaconitase, mitochondrial
100957at4751	Complete	scaffold_303	13593	17748	439.5	742	https://www.orthodb.org/v10?query=100957at4751	ARM repeat-containing protein
101133at4751	Complete	scaffold_209	9686	11537	494.3	385	https://www.orthodb.org/v10?query=101133at4751	Phosphoribosylaminoimidazole carboxylase
103183at4751	Complete	scaffold_22	1766	6729	552.2	592	https://www.orthodb.org/v10?query=103183at4751	DNA repair protein
103461at4751	Complete	scaffold_21	48161	51771	797.9	655	https://www.orthodb.org/v10?query=103461at4751	P-loop containing nucleoside triphosphate hydrolase protein
103836at4751	Complete	scaffold_115	55489	57106	355.0	306	https://www.orthodb.org/v10?query=103836at4751	WD40-repeat-containing domain
104173at4751	Complete	scaffold_142	23947	26874	398.0	466	https://www.orthodb.org/v10?query=104173at4751	Noc2-domain-containing protein
104415at4751	Complete	scaffold_722	1793	5595	278.1	343	https://www.orthodb.org/v10?query=104415at4751	WD40-repeat-containing domain
105401at4751	Complete	scaffold_57	48719	52422	1011.2	556	https://www.orthodb.org/v10?query=105401at4751	GroEL-like apical domain superfamily
106281at4751	Complete	scaffold_656	7850	14023	834.2	1057	https://www.orthodb.org/v10?query=106281at4751	endosomal peripheral membrane protein
107136at4751	Complete	scaffold_310	29313	32612	707.5	538	https://www.orthodb.org/v10?query=107136at4751	glycoside hydrolase family 31 protein
107464at4751	Complete	scaffold_140	52069	53925	620.7	411	https://www.orthodb.org/v10?query=107464at4751	Glucose-6-phosphate isomerase
109276at4751	Complete	scaffold_462	14341	19823	416.1	445	https://www.orthodb.org/v10?query=109276at4751	CCAAT-box-binding transcription factor
111022at4751	Fragmented	scaffold_641	9757	13756	220.8	199	https://www.orthodb.org/v10?query=111022at4751	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
111189at4751	Complete	scaffold_1	154506	157678	684.9	571	https://www.orthodb.org/v10?query=111189at4751	ATP-dependent RNA helicase DBP10
112646at4751	Complete	scaffold_858	4978	7584	201.7	304	https://www.orthodb.org/v10?query=112646at4751	oligomeric Golgi complex subunit 6
112937at4751	Complete	scaffold_135	21020	24172	471.5	587	https://www.orthodb.org/v10?query=112937at4751	P-loop containing nucleoside triphosphate hydrolase protein
115993at4751	Complete	scaffold_426	20540	23256	662.2	471	https://www.orthodb.org/v10?query=115993at4751	Ribosome biogenesis protein ERB1
117017at4751	Complete	scaffold_721	7777	10508	696.5	477	https://www.orthodb.org/v10?query=117017at4751	Methionyl-tRNA synthetase
118189at4751	Complete	scaffold_177	38862	43303	547.5	469	https://www.orthodb.org/v10?query=118189at4751	WD40-repeat-containing domain
118701at4751	Complete	scaffold_203	8454	11812	831.4	628	https://www.orthodb.org/v10?query=118701at4751	Phosphatidylinositol 3-kinase VPS34
119833at4751	Complete	scaffold_373	5660	14042	370.1	645	https://www.orthodb.org/v10?query=119833at4751	Histone-lysine N-methyltransferase
122507at4751	Complete	scaffold_475	19881	23378	398.7	565	https://www.orthodb.org/v10?query=122507at4751	WD40-repeat-containing domain
122824at4751	Complete	scaffold_492	3841	5689	176.0	272	https://www.orthodb.org/v10?query=122824at4751	WD40-repeat-containing domain
123228at4751	Complete	scaffold_4	941	4940	917.5	829	https://www.orthodb.org/v10?query=123228at4751	Ribosome biogenesis protein BMS1
123277at4751	Complete	scaffold_327	13660	20169	855.6	804	https://www.orthodb.org/v10?query=123277at4751	WD40-repeat-containing domain
123494at4751	Complete	scaffold_28	18222	20056	336.7	303	https://www.orthodb.org/v10?query=123494at4751	Actin family
125400at4751	Missing
125935at4751	Complete	scaffold_24	1396	4190	464.5	390	https://www.orthodb.org/v10?query=125935at4751	tRNA-dihydrouridine(47) synthase 
126037at4751	Complete	scaffold_54	12011	15388	412.8	430	https://www.orthodb.org/v10?query=126037at4751	SNF2-related, N-terminal domain
126249at4751	Complete	scaffold_1132	1	3761	547.1	552	https://www.orthodb.org/v10?query=126249at4751	Multiple RNA-binding domain-containing protein 1
126256at4751	Complete	scaffold_794	9676	12213	441.4	352	https://www.orthodb.org/v10?query=126256at4751	Non-specific serine/threonine protein kinase
126519at4751	Complete	scaffold_864	4141	5984	653.8	430	https://www.orthodb.org/v10?query=126519at4751	Imidazole glycerol phosphate synthase hisHF
127140at4751	Complete	scaffold_382	8968	16248	385.1	391	https://www.orthodb.org/v10?query=127140at4751	Protein arginine N-methyltransferase
129160at4751	Complete	scaffold_308	29108	31018	647.4	443	https://www.orthodb.org/v10?query=129160at4751	T-complex protein 1 subunit zeta
129326at4751	Complete	scaffold_16	90632	93722	578.9	720	https://www.orthodb.org/v10?query=129326at4751	Putative nucleolar complex protein 14
129520at4751	Complete	scaffold_374	18964	20910	596.0	429	https://www.orthodb.org/v10?query=129520at4751	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
130062at4751	Complete	scaffold_12	21650	25730	423.3	605	https://www.orthodb.org/v10?query=130062at4751	Importin-beta domain-containing protein
130930at4751	Duplicated	scaffold_69	24525	30624	1168.3	1669	https://www.orthodb.org/v10?query=130930at4751	Nucleoporin Nup186/Nup192/Nup205
130930at4751	Duplicated	scaffold_182	30759	37585	1155.6	1732	https://www.orthodb.org/v10?query=130930at4751	Nucleoporin Nup186/Nup192/Nup205
130976at4751	Complete	scaffold_513	11299	13605	335.8	422	https://www.orthodb.org/v10?query=130976at4751	DNA polymerase alpha subunit B
133954at4751	Missing
135184at4751	Complete	scaffold_474	20452	22255	277.8	237	https://www.orthodb.org/v10?query=135184at4751	Nitrogen permease regulator 2
135652at4751	Complete	scaffold_41	50163	54385	530.6	422	https://www.orthodb.org/v10?query=135652at4751	Poly(A) polymerase
137963at4751	Complete	scaffold_2	7113	9640	716.9	424	https://www.orthodb.org/v10?query=137963at4751	Prolyl-tRNA synthetase
138484at4751	Complete	scaffold_497	8983	15738	260.1	358	https://www.orthodb.org/v10?query=138484at4751	DNA polymerase epsilon subunit
138695at4751	Complete	scaffold_543	6156	8472	763.0	581	https://www.orthodb.org/v10?query=138695at4751	Nucleolar GTP-binding protein 1
138697at4751	Complete	scaffold_546	337	2036	531.9	384	https://www.orthodb.org/v10?query=138697at4751	Threonine synthase
138833at4751	Duplicated	scaffold_305	27305	30927	607.7	488	https://www.orthodb.org/v10?query=138833at4751	Protein phosphatase PP2A regulatory subunit A
138833at4751	Duplicated	scaffold_9	5987	8483	602.4	487	https://www.orthodb.org/v10?query=138833at4751	Protein phosphatase PP2A regulatory subunit A
138833at4751	Duplicated	scaffold_477	12843	15601	591.8	486	https://www.orthodb.org/v10?query=138833at4751	Protein phosphatase PP2A regulatory subunit A
141273at4751	Complete	scaffold_317	14380	16510	326.5	277	https://www.orthodb.org/v10?query=141273at4751	methionine-tRNA ligase
142357at4751	Complete	scaffold_124	2147	4957	566.9	483	https://www.orthodb.org/v10?query=142357at4751	Ribosomal protein S5 domain 2-type fold
142965at4751	Complete	scaffold_278	20305	22487	293.0	302	https://www.orthodb.org/v10?query=142965at4751	GPI transamidase component GPI16
143414at4751	Complete	scaffold_891	5997	8564	304.8	486	https://www.orthodb.org/v10?query=143414at4751	Transcription factor 25
145178at4751	Complete	scaffold_236	9376	12559	222.5	440	https://www.orthodb.org/v10?query=145178at4751	Topoisomerase 1-associated factor 1
145378at4751	Complete	scaffold_458	1646	3820	447.1	395	https://www.orthodb.org/v10?query=145378at4751	Eukaryotic translation initiation factor 2A
145524at4751	Duplicated	scaffold_144	44433	47883	481.8	345	https://www.orthodb.org/v10?query=145524at4751	Nuclear elongation and deformation protein 1
145524at4751	Duplicated	scaffold_56	5479	9564	463.0	309	https://www.orthodb.org/v10?query=145524at4751	Nuclear elongation and deformation protein 1
147028at4751	Complete	scaffold_400	19869	23095	350.4	338	https://www.orthodb.org/v10?query=147028at4751	WD40-repeat-containing domain
148293at4751	Duplicated	scaffold_431	11128	12998	789.1	398	https://www.orthodb.org/v10?query=148293at4751	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
148293at4751	Duplicated	scaffold_173	13896	15855	793.2	402	https://www.orthodb.org/v10?query=148293at4751	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
