# BUSCO version is: 4.0.5 
# The lineage dataset is: fungi_odb10 (Creation date: 2019-12-13, number of species: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length	OrthoDB url	Description
13224at4751	Complete	scaffold_11	86219	90184	430.9	701	https://www.orthodb.org/v10?query=13224at4751	Nucleoporin, Nup133/Nup155-like, N-terminal
13605at4751	Complete	scaffold_6	246820	253835	1033.8	1343	https://www.orthodb.org/v10?query=13605at4751	clathrin-coated vesicle protein
14295at4751	Duplicated	scaffold_93	11531	15318	1357.9	798	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14295at4751	Duplicated	scaffold_14	209745	216740	1158.8	813	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14441at4751	Complete	scaffold_1	436001	441496	1767.7	1323	https://www.orthodb.org/v10?query=14441at4751	DNA-directed RNA polymerase subunit
14523at4751	Complete	scaffold_9	323122	327336	1177.8	887	https://www.orthodb.org/v10?query=14523at4751	Exportin-1
14793at4751	Complete	scaffold_36	68017	72131	460.4	786	https://www.orthodb.org/v10?query=14793at4751	Nucleoporin Pom152
14986at4751	Complete	scaffold_88	79634	87687	870.5	714	https://www.orthodb.org/v10?query=14986at4751	DNA-directed RNA polymerase
17174at4751	Complete	scaffold_110	90395	94007	796.0	580	https://www.orthodb.org/v10?query=17174at4751	DNA polymerase gamma
18809at4751	Missing
20600at4751	Complete	scaffold_63	138055	141280	1268.8	765	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20952at4751	Complete	scaffold_87	81825	85912	1141.1	925	https://www.orthodb.org/v10?query=20952at4751	multidrug efflux transporter AcrB transmembrane domain-containing protein
21651at4751	Complete	scaffold_68	27714	37091	839.8	663	https://www.orthodb.org/v10?query=21651at4751	DNA topoisomerase 2
21689at4751	Complete	scaffold_11	158439	161882	711.3	676	https://www.orthodb.org/v10?query=21689at4751	WD40 repeat
22982at4751	Complete	scaffold_57	92796	97075	1230.8	832	https://www.orthodb.org/v10?query=22982at4751	isoleucine-tRNA ligase
22992at4751	Complete	scaffold_34	49421	53069	305.2	436	https://www.orthodb.org/v10?query=22992at4751	WD40/YVTN repeat-like-containing domain superfamily
23198at4751	Missing
23856at4751	Complete	scaffold_53	57489	62165	848.2	1016	https://www.orthodb.org/v10?query=23856at4751	Transcription elongation factor Spt6
24198at4751	Complete	scaffold_48	2442	7271	603.0	756	https://www.orthodb.org/v10?query=24198at4751	Armadillo-type fold
25020at4751	Complete	scaffold_23	127342	134234	878.0	728	https://www.orthodb.org/v10?query=25020at4751	Condensin complex subunit 1
25161at4751	Complete	scaffold_93	44296	47917	181.9	696	https://www.orthodb.org/v10?query=25161at4751	Tetratricopeptide repeat
26329at4751	Complete	scaffold_49	37633	41411	1488.4	953	https://www.orthodb.org/v10?query=26329at4751	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
27008at4751	Complete	scaffold_9	33934	38436	465.0	611	https://www.orthodb.org/v10?query=27008at4751	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
29512at4751	Complete	scaffold_6	230666	234683	542.5	608	https://www.orthodb.org/v10?query=29512at4751	Importin alpha re-exporter
31256at4751	Complete	scaffold_208	26857	30174	227.8	570	https://www.orthodb.org/v10?query=31256at4751	Armadillo-type fold
31324at4751	Complete	scaffold_7	202247	206580	662.6	848	https://www.orthodb.org/v10?query=31324at4751	Nrap protein
32164at4751	Complete	scaffold_86	79866	83492	812.3	676	https://www.orthodb.org/v10?query=32164at4751	Importin beta-1 subunit
33984at4751	Complete	scaffold_21	36556	39799	769.2	626	https://www.orthodb.org/v10?query=33984at4751	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
34223at4751	Missing
34706at4751	Complete	scaffold_61	95227	102302	665.8	753	https://www.orthodb.org/v10?query=34706at4751	MIF4G-like domain superfamily
34830at4751	Complete	scaffold_286	1873	7165	871.4	853	https://www.orthodb.org/v10?query=34830at4751	Elongator complex protein 1
36610at4751	Complete	scaffold_1	77822	83663	443.2	702	https://www.orthodb.org/v10?query=36610at4751	Tubulin-specific chaperone D
37028at4751	Complete	scaffold_125	17436	19885	806.8	606	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37573at4751	Complete	scaffold_7	54709	57901	886.4	507	https://www.orthodb.org/v10?query=37573at4751	Helicase, C-terminal
37642at4751	Complete	scaffold_17	57178	63510	244.5	351	https://www.orthodb.org/v10?query=37642at4751	RNB-domain-containing protein
38031at4751	Complete	scaffold_46	83451	86913	297.3	479	https://www.orthodb.org/v10?query=38031at4751	Cap binding protein
38184at4751	Missing
39833at4751	Complete	scaffold_22	112114	115950	380.9	478	https://www.orthodb.org/v10?query=39833at4751	WD40-repeat-containing domain
43842at4751	Complete	scaffold_12	69140	75089	330.6	629	https://www.orthodb.org/v10?query=43842at4751	Armadillo-type fold
46090at4751	Complete	scaffold_42	26079	31236	549.6	602	https://www.orthodb.org/v10?query=46090at4751	ARM repeat-containing protein
46098at4751	Complete	scaffold_196	46850	50968	1010.8	762	https://www.orthodb.org/v10?query=46098at4751	P-loop containing nucleoside triphosphate hydrolase protein
46119at4751	Complete	scaffold_71	59637	66062	846.4	990	https://www.orthodb.org/v10?query=46119at4751	WD40/YVTN repeat-like-containing domain superfamily
46666at4751	Complete	scaffold_166	48424	53880	804.7	867	https://www.orthodb.org/v10?query=46666at4751	Winged helix-like DNA-binding domain superfamily
46752at4751	Complete	scaffold_66	110196	113177	579.0	728	https://www.orthodb.org/v10?query=46752at4751	GPI ethanolamine phosphate transferase 3
46918at4751	Complete	scaffold_189	23054	25537	411.4	453	https://www.orthodb.org/v10?query=46918at4751	Tetratricopeptide repeat
47592at4751	Complete	scaffold_28	53545	58653	724.7	799	https://www.orthodb.org/v10?query=47592at4751	Eukaryotic translation initiation factor 3 subunit C
48708at4751	Complete	scaffold_13	277703	286164	1179.4	844	https://www.orthodb.org/v10?query=48708at4751	Leucyl-tRNA synthetase
49476at4751	Complete	scaffold_44	47992	51102	652.8	491	https://www.orthodb.org/v10?query=49476at4751	Dynamin, GTPase domain
49967at4751	Duplicated	scaffold_332	8762	12125	784.6	617	https://www.orthodb.org/v10?query=49967at4751	Vacuole morphology and inheritance protein 14
49967at4751	Duplicated	scaffold_213	43675	46593	789.6	624	https://www.orthodb.org/v10?query=49967at4751	Vacuole morphology and inheritance protein 14
50786at4751	Complete	scaffold_143	58719	61055	545.1	496	https://www.orthodb.org/v10?query=50786at4751	Eukaryotic translation initiation factor 3 subunit B
50835at4751	Complete	scaffold_320	10081	14974	925.9	644	https://www.orthodb.org/v10?query=50835at4751	Alanine--tRNA ligase
52541at4751	Complete	scaffold_358	1029	7739	575.1	493	https://www.orthodb.org/v10?query=52541at4751	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term
52909at4751	Complete	scaffold_205	43431	46783	829.5	661	https://www.orthodb.org/v10?query=52909at4751	26S proteasome regulatory subunit RPN1
53270at4751	Missing
54252at4751	Complete	scaffold_93	49116	52815	900.2	721	https://www.orthodb.org/v10?query=54252at4751	26S proteasome regulatory subunit RPN2
54919at4751	Complete	scaffold_38	167951	170977	464.4	460	https://www.orthodb.org/v10?query=54919at4751	Cysteinyl-tRNA synthetase
56395at4751	Complete	scaffold_30	74369	77976	277.7	459	https://www.orthodb.org/v10?query=56395at4751	Spindle pole body component
56432at4751	Missing
56729at4751	Complete	scaffold_41	1154	4867	1018.8	772	https://www.orthodb.org/v10?query=56729at4751	Coatomer subunit beta
57081at4751	Complete	scaffold_287	3052	6854	1002.8	710	https://www.orthodb.org/v10?query=57081at4751	Splicing factor 3B subunit 1
58127at4751	Complete	scaffold_163	60219	63214	135.7	451	https://www.orthodb.org/v10?query=58127at4751	K Homology domain, type 1
59795at4751	Complete	scaffold_30	12437	15816	806.2	630	https://www.orthodb.org/v10?query=59795at4751	Coatomer subunit gamma
61411at4751	Complete	scaffold_8	295811	299528	263.2	382	https://www.orthodb.org/v10?query=61411at4751	WD40-repeat-containing domain
61438at4751	Duplicated	scaffold_48	106083	110027	523.2	554	https://www.orthodb.org/v10?query=61438at4751	Pep3/Vps18/deep orange
61438at4751	Duplicated	scaffold_117	3049	7034	605.7	630	https://www.orthodb.org/v10?query=61438at4751	Pep3/Vps18/deep orange
61857at4751	Missing
62846at4751	Complete	scaffold_5	89240	92091	363.2	486	https://www.orthodb.org/v10?query=62846at4751	Ribosome biogenesis protein tsr1
63635at4751	Complete	scaffold_13	257291	260625	849.9	716	https://www.orthodb.org/v10?query=63635at4751	AP-2 complex subunit alpha
63838at4751	Complete	scaffold_83	20066	23032	303.6	413	https://www.orthodb.org/v10?query=63838at4751	AP complex subunit beta
64002at4751	Complete	scaffold_9	265764	270145	618.7	563	https://www.orthodb.org/v10?query=64002at4751	Transcription initiation factor TFIID subunit 1
64498at4751	Duplicated	scaffold_55	14096	16428	814.2	516	https://www.orthodb.org/v10?query=64498at4751	glucosamine-fructose-6-phosphate aminotransferase
64498at4751	Duplicated	scaffold_3	8379	11125	837.0	527	https://www.orthodb.org/v10?query=64498at4751	glucosamine-fructose-6-phosphate aminotransferase
65334at4751	Complete	scaffold_23	137548	140677	549.3	519	https://www.orthodb.org/v10?query=65334at4751	WD40-repeat-containing domain
65499at4751	Complete	scaffold_1	122505	125607	672.2	514	https://www.orthodb.org/v10?query=65499at4751	AP-1 complex subunit gamma
66151at4751	Complete	scaffold_53	22968	25749	477.9	497	https://www.orthodb.org/v10?query=66151at4751	Tetratricopeptide repeat
67284at4751	Complete	scaffold_51	8957	12556	251.9	530	https://www.orthodb.org/v10?query=67284at4751	WD40-repeat-containing domain
67399at4751	Complete	scaffold_10	292530	295129	675.3	483	https://www.orthodb.org/v10?query=67399at4751	Glutamine-dependent NAD(+) synthetase
67806at4751	Complete	scaffold_3	46314	49307	355.6	446	https://www.orthodb.org/v10?query=67806at4751	actin-like ATPase domain-containing protein
68466at4751	Complete	scaffold_15	45011	48905	1058.8	810	https://www.orthodb.org/v10?query=68466at4751	FACT complex subunit SPT16
68881at4751	Complete	scaffold_82	1	3341	248.3	354	https://www.orthodb.org/v10?query=68881at4751	WD40-repeat-containing domain
71039at4751	Complete	scaffold_82	120955	124433	1071.5	713	https://www.orthodb.org/v10?query=71039at4751	RNA cytidine acetyltransferase
71046at4751	Duplicated	scaffold_124	58613	62015	845.1	666	https://www.orthodb.org/v10?query=71046at4751	Vacuolar protein sorting-associated protein 35
71046at4751	Duplicated	scaffold_1	481510	484839	837.6	665	https://www.orthodb.org/v10?query=71046at4751	Vacuolar protein sorting-associated protein 35
73383at4751	Complete	scaffold_56	783	6078	620.7	439	https://www.orthodb.org/v10?query=73383at4751	DNA topoisomerase I
73477at4751	Complete	scaffold_49	101546	105628	616.4	402	https://www.orthodb.org/v10?query=73477at4751	Vacuolar protein 8
73771at4751	Complete	scaffold_134	77140	80616	743.0	599	https://www.orthodb.org/v10?query=73771at4751	WD40-repeat-containing domain
75033at4751	Complete	scaffold_20	87106	89633	404.1	427	https://www.orthodb.org/v10?query=75033at4751	RNA polymerase I-specific transcription initiation factor RRN3
75456at4751	Complete	scaffold_100	77258	80604	262.4	385	https://www.orthodb.org/v10?query=75456at4751	Vps53-like, N-terminal
75463at4751	Complete	scaffold_8	234608	237107	745.1	602	https://www.orthodb.org/v10?query=75463at4751	Mitochondrial intermediate peptidase
75709at4751	Complete	scaffold_35	131891	139116	913.1	764	https://www.orthodb.org/v10?query=75709at4751	Lysophospholipase NTE1
75976at4751	Complete	scaffold_11	191357	199437	599.3	451	https://www.orthodb.org/v10?query=75976at4751	Calcium permease family membrane transporter
76196at4751	Complete	scaffold_2	108552	111215	557.0	349	https://www.orthodb.org/v10?query=76196at4751	Histidine biosynthesis trifunctional protein
76893at4751	Complete	scaffold_9	180944	183898	812.4	558	https://www.orthodb.org/v10?query=76893at4751	ATPase, AAA-type, conserved site
76975at4751	Missing
78289at4751	Duplicated	scaffold_119	11296	13599	670.4	486	https://www.orthodb.org/v10?query=78289at4751	Fimbrin
78289at4751	Duplicated	scaffold_40	98944	101302	673.7	480	https://www.orthodb.org/v10?query=78289at4751	Fimbrin
78665at4751	Complete	scaffold_101	72500	75974	412.0	443	https://www.orthodb.org/v10?query=78665at4751	Spindle pole body component
79262at4751	Complete	scaffold_76	106446	108602	800.3	488	https://www.orthodb.org/v10?query=79262at4751	Electron transfer flavoprotein-ubiquinone oxidoreductase
79294at4751	Complete	scaffold_227	37615	39887	720.1	448	https://www.orthodb.org/v10?query=79294at4751	Bifunctional purine biosynthesis protein ADE17
79797at4751	Complete	scaffold_17	1382	4259	578.2	642	https://www.orthodb.org/v10?query=79797at4751	WD40-repeat-containing domain
79988at4751	Complete	scaffold_63	56272	60425	148.9	246	https://www.orthodb.org/v10?query=79988at4751	Polynucleotide 5'-hydroxyl-kinase grc3
81295at4751	Complete	scaffold_1	84004	86423	741.8	432	https://www.orthodb.org/v10?query=81295at4751	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
81614at4751	Complete	scaffold_151	61065	65855	978.6	1190	https://www.orthodb.org/v10?query=81614at4751	nucleic acid-binding protein
81687at4751	Duplicated	scaffold_115	24180	27168	788.7	477	https://www.orthodb.org/v10?query=81687at4751	asparagine synthase (glutamine-hydrolyzing)
81687at4751	Duplicated	scaffold_78	43792	45887	726.1	477	https://www.orthodb.org/v10?query=81687at4751	asparagine synthase (glutamine-hydrolyzing)
84250at4751	Complete	scaffold_5	129068	133863	482.8	692	https://www.orthodb.org/v10?query=84250at4751	TRAPP II complex, TRAPPC10
84829at4751	Complete	scaffold_46	68298	70010	229.3	226	https://www.orthodb.org/v10?query=84829at4751	DUF747-domain-containing protein
85793at4751	Complete	scaffold_35	46147	53360	397.2	689	https://www.orthodb.org/v10?query=85793at4751	cohesin complex subunit SA-1/2
86293at4751	Complete	scaffold_235	810	2994	385.6	355	https://www.orthodb.org/v10?query=86293at4751	Aldehyde dehydrogenase, glutamic acid active site
87251at4751	Complete	scaffold_4	356070	360655	800.4	920	https://www.orthodb.org/v10?query=87251at4751	Ribosomal RNA-processing protein 12
87313at4751	Complete	scaffold_260	1225	3228	878.2	443	https://www.orthodb.org/v10?query=87313at4751	Elongator complex protein 3
90022at4751	Complete	scaffold_124	19903	22266	133.5	202	https://www.orthodb.org/v10?query=90022at4751	nucleotide-diphospho-sugar transferase
91135at4751	Missing
92267at4751	Complete	scaffold_284	3459	5831	734.6	511	https://www.orthodb.org/v10?query=92267at4751	Phenylalanyl-tRNA synthetase
93783at4751	Complete	scaffold_20	161963	165293	369.3	617	https://www.orthodb.org/v10?query=93783at4751	ER membrane protein complex subunit 1
94384at4751	Complete	scaffold_50	62589	65549	414.4	428	https://www.orthodb.org/v10?query=94384at4751	DNA topoisomerase
94628at4751	Complete	scaffold_228	15297	18616	867.3	523	https://www.orthodb.org/v10?query=94628at4751	DNA helicase
95253at4751	Complete	scaffold_89	84132	86690	464.7	533	https://www.orthodb.org/v10?query=95253at4751	WD40-repeat-containing domain
96633at4751	Complete	scaffold_21	100973	105541	567.9	604	https://www.orthodb.org/v10?query=96633at4751	Cleavage and polyadenylation specificity factor subunit 2
97141at4751	Missing
98519at4751	Complete	scaffold_68	39167	43959	264.2	512	https://www.orthodb.org/v10?query=98519at4751	Symplekin/Pta1
98733at4751	Complete	scaffold_4	197325	200131	902.4	562	https://www.orthodb.org/v10?query=98733at4751	threonyl-tRNA synthetase
98739at4751	Complete	scaffold_86	46396	53482	600.7	424	https://www.orthodb.org/v10?query=98739at4751	Homoaconitase, mitochondrial
100957at4751	Complete	scaffold_302	1	4320	404.9	709	https://www.orthodb.org/v10?query=100957at4751	ARM repeat-containing protein
101133at4751	Complete	scaffold_98	57954	59891	488.8	385	https://www.orthodb.org/v10?query=101133at4751	Phosphoribosylaminoimidazole carboxylase
103183at4751	Complete	scaffold_82	23631	27627	725.3	679	https://www.orthodb.org/v10?query=103183at4751	DNA repair protein
103461at4751	Complete	scaffold_9	67565	71956	802.7	621	https://www.orthodb.org/v10?query=103461at4751	P-loop containing nucleoside triphosphate hydrolase protein
103836at4751	Complete	scaffold_153	16868	18485	360.6	306	https://www.orthodb.org/v10?query=103836at4751	WD40-repeat-containing domain
104173at4751	Complete	scaffold_15	154007	158814	357.2	466	https://www.orthodb.org/v10?query=104173at4751	Noc2-domain-containing protein
104415at4751	Complete	scaffold_219	11279	13482	285.7	385	https://www.orthodb.org/v10?query=104415at4751	WD40-repeat-containing domain
105401at4751	Complete	scaffold_281	29116	31074	1021.5	555	https://www.orthodb.org/v10?query=105401at4751	GroEL-like apical domain superfamily
106281at4751	Complete	scaffold_109	69478	75819	837.7	1094	https://www.orthodb.org/v10?query=106281at4751	endosomal peripheral membrane protein
107136at4751	Complete	scaffold_142	24504	27724	711.1	538	https://www.orthodb.org/v10?query=107136at4751	glycoside hydrolase family 31 protein
107464at4751	Complete	scaffold_489	1099	2948	623.3	411	https://www.orthodb.org/v10?query=107464at4751	Glucose-6-phosphate isomerase
109276at4751	Complete	scaffold_109	22339	30004	420.0	449	https://www.orthodb.org/v10?query=109276at4751	CCAAT-box-binding transcription factor
111022at4751	Complete	scaffold_157	1	2209	310.5	250	https://www.orthodb.org/v10?query=111022at4751	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
111189at4751	Complete	scaffold_3	346629	349817	686.6	599	https://www.orthodb.org/v10?query=111189at4751	ATP-dependent RNA helicase DBP10
112646at4751	Complete	scaffold_18	132225	134862	199.9	303	https://www.orthodb.org/v10?query=112646at4751	oligomeric Golgi complex subunit 6
112937at4751	Complete	scaffold_241	9814	12930	494.2	536	https://www.orthodb.org/v10?query=112937at4751	P-loop containing nucleoside triphosphate hydrolase protein
115993at4751	Complete	scaffold_40	45840	48611	670.9	496	https://www.orthodb.org/v10?query=115993at4751	Ribosome biogenesis protein ERB1
117017at4751	Complete	scaffold_15	107463	110220	702.6	479	https://www.orthodb.org/v10?query=117017at4751	Methionyl-tRNA synthetase
118189at4751	Complete	scaffold_18	96670	101103	603.8	506	https://www.orthodb.org/v10?query=118189at4751	WD40-repeat-containing domain
118701at4751	Complete	scaffold_222	12396	15514	796.4	599	https://www.orthodb.org/v10?query=118701at4751	Phosphatidylinositol 3-kinase VPS34
119833at4751	Complete	scaffold_2	214552	223448	388.7	503	https://www.orthodb.org/v10?query=119833at4751	Histone-lysine N-methyltransferase
122507at4751	Complete	scaffold_313	19799	23742	426.9	627	https://www.orthodb.org/v10?query=122507at4751	WD40-repeat-containing domain
122824at4751	Complete	scaffold_112	21817	23681	175.3	257	https://www.orthodb.org/v10?query=122824at4751	WD40-repeat-containing domain
123228at4751	Complete	scaffold_221	14774	18852	917.1	893	https://www.orthodb.org/v10?query=123228at4751	Ribosome biogenesis protein BMS1
123277at4751	Complete	scaffold_16	244713	251051	1052.8	974	https://www.orthodb.org/v10?query=123277at4751	WD40-repeat-containing domain
123494at4751	Complete	scaffold_373	2785	4762	338.2	304	https://www.orthodb.org/v10?query=123494at4751	Actin family
125400at4751	Missing
125935at4751	Missing
126037at4751	Complete	scaffold_31	162549	165902	409.3	399	https://www.orthodb.org/v10?query=126037at4751	SNF2-related, N-terminal domain
126249at4751	Complete	scaffold_215	507	3286	559.6	508	https://www.orthodb.org/v10?query=126249at4751	Multiple RNA-binding domain-containing protein 1
126256at4751	Missing
126519at4751	Complete	scaffold_285	8679	10377	656.8	436	https://www.orthodb.org/v10?query=126519at4751	Imidazole glycerol phosphate synthase hisHF
127140at4751	Complete	scaffold_6	256067	263356	360.0	378	https://www.orthodb.org/v10?query=127140at4751	Protein arginine N-methyltransferase
129160at4751	Complete	scaffold_202	24125	30445	648.3	446	https://www.orthodb.org/v10?query=129160at4751	T-complex protein 1 subunit zeta
129326at4751	Complete	scaffold_20	184463	187609	584.8	717	https://www.orthodb.org/v10?query=129326at4751	Putative nucleolar complex protein 14
129520at4751	Complete	scaffold_66	87353	89392	597.4	428	https://www.orthodb.org/v10?query=129520at4751	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
130062at4751	Complete	scaffold_100	53641	57735	421.9	600	https://www.orthodb.org/v10?query=130062at4751	Importin-beta domain-containing protein
130930at4751	Duplicated	scaffold_103	71458	77448	1177.6	1661	https://www.orthodb.org/v10?query=130930at4751	Nucleoporin Nup186/Nup192/Nup205
130930at4751	Duplicated	scaffold_254	26950	33748	1092.6	1706	https://www.orthodb.org/v10?query=130930at4751	Nucleoporin Nup186/Nup192/Nup205
130976at4751	Complete	scaffold_21	11173	13498	362.9	430	https://www.orthodb.org/v10?query=130976at4751	DNA polymerase alpha subunit B
133954at4751	Complete	scaffold_98	50869	52540	150.4	184	https://www.orthodb.org/v10?query=133954at4751	cop9 signalosome complex subunit 12
135184at4751	Complete	scaffold_3	2414	4241	269.9	249	https://www.orthodb.org/v10?query=135184at4751	Nitrogen permease regulator 2
135652at4751	Duplicated	scaffold_75	116353	121632	534.3	428	https://www.orthodb.org/v10?query=135652at4751	Poly(A) polymerase
135652at4751	Duplicated	scaffold_277	851	5214	463.1	372	https://www.orthodb.org/v10?query=135652at4751	Poly(A) polymerase
137963at4751	Complete	scaffold_127	70703	73391	714.7	465	https://www.orthodb.org/v10?query=137963at4751	Prolyl-tRNA synthetase
138484at4751	Complete	scaffold_267	20147	27471	257.7	348	https://www.orthodb.org/v10?query=138484at4751	DNA polymerase epsilon subunit
138695at4751	Complete	scaffold_55	68682	71020	762.7	565	https://www.orthodb.org/v10?query=138695at4751	Nucleolar GTP-binding protein 1
138697at4751	Complete	scaffold_125	2092	3778	532.8	385	https://www.orthodb.org/v10?query=138697at4751	Threonine synthase
138833at4751	Duplicated	scaffold_4	317095	322832	627.3	488	https://www.orthodb.org/v10?query=138833at4751	Protein phosphatase PP2A regulatory subunit A
138833at4751	Duplicated	scaffold_28	81612	84706	596.5	488	https://www.orthodb.org/v10?query=138833at4751	Protein phosphatase PP2A regulatory subunit A
141273at4751	Complete	scaffold_11	32888	39076	325.2	272	https://www.orthodb.org/v10?query=141273at4751	methionine-tRNA ligase
142357at4751	Complete	scaffold_8	310770	313682	551.9	538	https://www.orthodb.org/v10?query=142357at4751	Ribosomal protein S5 domain 2-type fold
142965at4751	Complete	scaffold_201	8476	10727	290.7	298	https://www.orthodb.org/v10?query=142965at4751	GPI transamidase component GPI16
143414at4751	Complete	scaffold_47	169308	171721	296.7	448	https://www.orthodb.org/v10?query=143414at4751	Transcription factor 25
145178at4751	Complete	scaffold_82	8766	11853	214.1	423	https://www.orthodb.org/v10?query=145178at4751	Topoisomerase 1-associated factor 1
145378at4751	Complete	scaffold_77	22200	24333	442.7	393	https://www.orthodb.org/v10?query=145378at4751	Eukaryotic translation initiation factor 2A
145524at4751	Duplicated	scaffold_150	26626	30020	482.1	328	https://www.orthodb.org/v10?query=145524at4751	Nuclear elongation and deformation protein 1
145524at4751	Duplicated	scaffold_101	5036	8091	451.5	306	https://www.orthodb.org/v10?query=145524at4751	Nuclear elongation and deformation protein 1
147028at4751	Complete	scaffold_226	5876	9012	350.8	353	https://www.orthodb.org/v10?query=147028at4751	WD40-repeat-containing domain
148293at4751	Complete	scaffold_46	153156	155097	795.4	402	https://www.orthodb.org/v10?query=148293at4751	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
150469at4751	Complete	scaffold_79	73113	75157	534.0	368	https://www.orthodb.org/v10?query=150469at4751	T-complex protein 1 subunit beta
153083at4751	Complete	scaffold_132	21294	24328	612.4	590	https://www.orthodb.org/v10?query=153083at4751	Ubiquitin carboxyl-terminal hydrolase
154126at4751	Complete	scaffold_18	219434	222257	477.0	414	https://www.orthodb.org/v10?query=154126at4751	Ubiquitin-like modifier-activating enzyme ATG7
156073at4751	Complete	scaffold_53	134231	136655	149.0	177	https://www.orthodb.org/v10?query=156073at4751	Zinc finger, RING-type
